locus_tag	type	contig	start	end	strand	length	product	score	inference	db_xref	gene	operon	note
BSUB_03730	CDS	NC_000964.3	3727427	3727687	-	260	DUF5344	93.1	protein motif:Pfam-A	Pfam:PF17279.9		OP_0825:2/3	
BSUB_03731	CDS	NC_000964.3	3727697	3728119	-	422	YwqH-like	46.8	protein motif:Pfam-A	Pfam:PF16888.11		OP_0825:3/3	
BSUB_04301	CDS	NC_000964.3	3728163	3728231	+	68	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_03732	CDS	NC_000964.3	3728511	3729296	-	785	DUF1963	248.0	protein motif:Pfam-A	Pfam:PF09234.16		OP_0826:1/6	
BSUB_03733	CDS	NC_000964.3	3729488	3730810	-	1322	UDPG_MGDP_dh_N	240.0	protein motif:Pfam-A	Pfam:PF03721.21		OP_0826:2/6	
BSUB_03734	CDS	NC_000964.3	3731005	3731769	-	764	CpsB_CapC	203.4	protein motif:Pfam-A	Pfam:PF19567.6		OP_0826:3/6	
BSUB_03735	CDS	NC_000964.3	3731822	3732505	-	683	AAA_31	57.8	protein motif:Pfam-A	Pfam:PF13614.13		OP_0826:4/6	
BSUB_03736	CDS	NC_000964.3	3732525	3733271	-	746	Wzz	88.4	protein motif:Pfam-A	Pfam:PF02706.21		OP_0826:5/6	
BSUB_03737	CDS	NC_000964.3	3733505	3733648	-	143	YwzD	59.1	protein motif:Pfam-A	Pfam:PF26162.1		OP_0826:6/6	
BSUB_03738	CDS	NC_000964.3	3733852	3735462	+	1610	hypothetical protein	172.2	ab initio prediction:Prodigal				
BSUB_03739	CDS	NC_000964.3	3735449	3738217	+	2768	SNF2-rel_dom	228.6	protein motif:Pfam-A	Pfam:PF00176.30			
BSUB_03740	CDS	NC_000964.3	3738343	3739200	-	857	Hydrolase_3	223.1	protein motif:Pfam-A	Pfam:PF08282.19		OP_0827:1/4	
BSUB_03741	CDS	NC_000964.3	3739206	3739982	-	776	DeoRC	183.3	protein motif:Pfam-A	Pfam:PF00455.29		OP_0827:2/4	
BSUB_03742	CDS	NC_000964.3	3740206	3740547	-	341	SSB	123.5	protein motif:Pfam-A	Pfam:PF00436.32		OP_0827:3/4	
BSUB_03743	CDS	NC_000964.3	3740624	3741007	-	383	hypothetical protein	41.9	ab initio prediction:Prodigal			OP_0827:4/4	
BSUB_03744	CDS	NC_000964.3	3741182	3741592	+	410	YwpF	171.4	protein motif:Pfam-A	Pfam:PF14183.12			
BSUB_03745	CDS	NC_000964.3	3741732	3742040	-	308	Sortase	71.1	protein motif:Pfam-A	Pfam:PF04203.19			
BSUB_03746	CDS	NC_000964.3	3742351	3743220	+	869	His_kinase	78.0	protein motif:Pfam-A	Pfam:PF06580.20			
BSUB_03747	CDS	NC_000964.3	3743267	3743659	-	392	MscL	155.9	protein motif:Pfam-A	Pfam:PF01741.24		OP_0828:1/2	
BSUB_03748	CDS	NC_000964.3	3743732	3744202	-	470	FabA	126.7	protein motif:Pfam-A	Pfam:PF07977.20		OP_0828:2/2	
BSUB_03749	CDS	NC_000964.3	3744349	3745413	+	1064	RapH_N	49.9	protein motif:Pfam-A	Pfam:PF18801.7			
BSUB_03750	CDS	NC_000964.3	3745436	3746245	-	809	Flg_bbr_C	60.0	protein motif:Pfam-A	Pfam:PF06429.19		OP_0829:1/4	
BSUB_03751	CDS	NC_000964.3	3746279	3747091	-	812	Flg_bb_rod	51.5	protein motif:Pfam-A	Pfam:PF00460.26		OP_0829:2/4	
BSUB_03752	CDS	NC_000964.3	3747254	3748255	-	1001	MreB_Mbl	500.3	protein motif:Pfam-A	Pfam:PF06723.20		OP_0829:3/4	signal_peptide:1..23;score=2.38;h_max=1.69
	signal_peptide	NC_000964.3	3748187	3748255	-	68	signal peptide (BSUB_03752)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03752;cleavage_site=23
BSUB_03753	CDS	NC_000964.3	3748421	3748702	-	281	SpoIIID	140.6	protein motif:Pfam-A	Pfam:PF12116.15		OP_0829:4/4	
BSUB_03754	CDS	NC_000964.3	3749052	3749465	+	413	MarR	71.5	protein motif:Pfam-A	Pfam:PF01047.29		OP_0830:1/2	
BSUB_03755	CDS	NC_000964.3	3749487	3750677	+	1190	MFS_1	248.8	protein motif:Pfam-A	Pfam:PF07690.22		OP_0830:2/2	
BSUB_03756	CDS	NC_000964.3	3750768	3752174	-	1406	Pel9A-like_beta_helix	71.3	protein motif:Pfam-A	Pfam:PF22842.4		OP_0831:1/3	signal_peptide:1..33;score=2.67;h_max=3.04
	signal_peptide	NC_000964.3	3752076	3752174	-	98	signal peptide (BSUB_03756)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03756;cleavage_site=33
BSUB_03757	CDS	NC_000964.3	3752280	3753752	-	1472	Transp_cyt_pur	529.6	protein motif:Pfam-A	Pfam:PF02133.22		OP_0831:2/3	
BSUB_03758	CDS	NC_000964.3	3753933	3755294	-	1361	MFS_1	204.7	protein motif:Pfam-A	Pfam:PF07690.22		OP_0831:3/3	signal_peptide:1..18;score=2.55;h_max=2.46
	signal_peptide	NC_000964.3	3755241	3755294	-	53	signal peptide (BSUB_03758)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03758;cleavage_site=18
BSUB_03759	CDS	NC_000964.3	3755291	3755860	-	569	Isochorismatase	151.9	protein motif:Pfam-A	Pfam:PF00857.27			
BSUB_04302	CDS	NC_000964.3	3755969	3756028	+	59	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_03760	CDS	NC_000964.3	3756044	3756505	-	461	hypothetical protein	45.7	ab initio prediction:Prodigal				
BSUB_03761	CDS	NC_000964.3	3756790	3758004	+	1214	Ammonium_transp	461.8	protein motif:Pfam-A	Pfam:PF00909.27		OP_0832:1/3	
BSUB_03762	CDS	NC_000964.3	3758016	3758366	+	350	P-II	85.4	protein motif:Pfam-A	Pfam:PF00543.28		OP_0832:2/3	
BSUB_03763	CDS	NC_000964.3	3758547	3759128	+	581	PAP2	59.7	protein motif:Pfam-A	Pfam:PF01569.28		OP_0832:3/3	
BSUB_03764	CDS	NC_000964.3	3759169	3759591	-	422	VanZ	51.4	protein motif:Pfam-A	Pfam:PF04892.18		OP_0833:1/2	signal_peptide:1..32;score=2.21;h_max=3.2
	signal_peptide	NC_000964.3	3759496	3759591	-	95	signal peptide (BSUB_03764)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03764;cleavage_site=32
BSUB_03765	CDS	NC_000964.3	3759702	3760553	-	851	Peptidase_M23	90.8	protein motif:Pfam-A	Pfam:PF01551.30		OP_0833:2/2	
BSUB_03766	CDS	NC_000964.3	3760688	3761185	+	497	Acetyltransf_1	68.1	protein motif:Pfam-A	Pfam:PF00583.32			
BSUB_03767	CDS	NC_000964.3	3761182	3761700	+	518	hypothetical protein	68.4	ab initio prediction:Prodigal				
BSUB_03768	CDS	NC_000964.3	3761987	3762421	-	434	DUF5392	193.7	protein motif:Pfam-A	Pfam:PF17370.8			
BSUB_03769	CDS	NC_000964.3	3762622	3764112	+	1490	PLDc_2	160.4	protein motif:Pfam-A	Pfam:PF13091.13			
BSUB_03770	CDS	NC_000964.3	3764133	3764906	-	773	TipAS	113.8	protein motif:Pfam-A	Pfam:PF07739.19			
BSUB_03771	CDS	NC_000964.3	3765051	3765434	+	383	DUF5362	56.2	protein motif:Pfam-A	Pfam:PF17319.8			
BSUB_03772	CDS	NC_000964.3	3765469	3766110	-	641	NAD_binding_10	73.1	protein motif:Pfam-A	Pfam:PF13460.13		OP_0834:1/3	signal_peptide:1..29;score=1.87;h_max=1.66
	signal_peptide	NC_000964.3	3766024	3766110	-	86	signal peptide (BSUB_03772)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03772;cleavage_site=29
BSUB_03773	CDS	NC_000964.3	3766178	3766579	-	401	Rrf2	110.7	protein motif:Pfam-A	Pfam:PF02082.27		OP_0834:2/3	signal_peptide:1..28;score=2.09;h_max=2.65
	signal_peptide	NC_000964.3	3766496	3766579	-	83	signal peptide (BSUB_03773)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03773;cleavage_site=28
BSUB_03774	CDS	NC_000964.3	3766714	3768423	-	1709	Amidohydro_1	266.1	protein motif:Pfam-A	Pfam:PF01979.27		OP_0834:3/3	
BSUB_03775	CDS	NC_000964.3	3768420	3768794	-	374	Urease_beta	138.0	protein motif:Pfam-A	Pfam:PF00699.26			
BSUB_03776	CDS	NC_000964.3	3768791	3769108	-	317	Urease_gamma	153.2	protein motif:Pfam-A	Pfam:PF00547.24		OP_0835:1/3	signal_peptide:1..27;score=2.41;h_max=1.82
	signal_peptide	NC_000964.3	3769028	3769108	-	80	signal peptide (BSUB_03776)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03776;cleavage_site=27
BSUB_04303	CDS	NC_000964.3	3769132	3769182	-	50	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0835:2/3	small_orf;rbs_score=5.0
BSUB_03777	CDS	NC_000964.3	3769289	3769453	-	164	hypothetical protein	1.1	ab initio prediction:Prodigal			OP_0835:3/3	
BSUB_03778	CDS	NC_000964.3	3770104	3770292	-	188	CsbD	59.8	protein motif:Pfam-A	Pfam:PF05532.18		OP_0836:1/2	
BSUB_03779	CDS	NC_000964.3	3770365	3771003	-	638	hypothetical protein	37.5	ab initio prediction:Prodigal			OP_0836:2/2	signal_peptide:1..34;score=2.41;h_max=1.86
	signal_peptide	NC_000964.3	3770902	3771003	-	101	signal peptide (BSUB_03779)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03779;cleavage_site=34
BSUB_03780	CDS	NC_000964.3	3771000	3772133	-	1133	RapH_N	88.3	protein motif:Pfam-A	Pfam:PF18801.7		OP_0837:1/5	
BSUB_03781	CDS	NC_000964.3	3772325	3773350	-	1025	Radical_SAM	141.6	protein motif:Pfam-A	Pfam:PF04055.28		OP_0837:2/5	
BSUB_03782	CDS	NC_000964.3	3773366	3774154	-	788	FdhD-NarQ	295.4	protein motif:Pfam-A	Pfam:PF02634.22		OP_0837:3/5	
BSUB_03783	CDS	NC_000964.3	3774400	3774561	-	161	hypothetical protein	3.4	ab initio prediction:Prodigal			OP_0837:4/5	signal_peptide:1..19;score=2.19;h_max=3.09
	signal_peptide	NC_000964.3	3774505	3774561	-	56	signal peptide (BSUB_03783)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03783;cleavage_site=19
BSUB_03784	CDS	NC_000964.3	3774655	3775329	-	674	hypothetical protein	87.0	ab initio prediction:Prodigal			OP_0837:5/5	signal_peptide:1..18;score=2.04;h_max=2.42
	signal_peptide	NC_000964.3	3775276	3775329	-	53	signal peptide (BSUB_03784)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03784;cleavage_site=18
BSUB_03785	CDS	NC_000964.3	3775653	3776336	-	683	VWA	75.6	protein motif:Pfam-A	Pfam:PF00092.35			signal_peptide:1..23;score=2.52;h_max=2.32
	signal_peptide	NC_000964.3	3776268	3776336	-	68	signal peptide (BSUB_03785)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03785;cleavage_site=23
BSUB_03786	CDS	NC_000964.3	3776722	3777753	-	1031	SpoIID	92.2	protein motif:Pfam-A	Pfam:PF08486.16		OP_0838:1/4	signal_peptide:1..34;score=2.78;h_max=3.52
	signal_peptide	NC_000964.3	3777652	3777753	-	101	signal peptide (BSUB_03786)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03786;cleavage_site=34
BSUB_03787	CDS	NC_000964.3	3777949	3779259	-	1310	EPSP_synthase	440.1	protein motif:Pfam-A	Pfam:PF00275.26		OP_0838:2/4	
BSUB_03788	CDS	NC_000964.3	3779293	3780033	-	740	DUF1779	189.0	protein motif:Pfam-A	Pfam:PF08680.16		OP_0838:3/4	signal_peptide:1..21;score=2.18;h_max=3.05
	signal_peptide	NC_000964.3	3779971	3780033	-	62	signal peptide (BSUB_03788)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03788;cleavage_site=21
BSUB_03789	CDS	NC_000964.3	3780162	3780392	-	230	DUF1146	78.6	protein motif:Pfam-A	Pfam:PF06612.17		OP_0838:4/4	
BSUB_03790	CDS	NC_000964.3	3780562	3781035	+	473	YwmA	180.7	protein motif:Pfam-A	Pfam:PF27472.1			
BSUB_03791	CDS	NC_000964.3	3781069	3781467	-	398	ATP-synt_DE_N	105.2	protein motif:Pfam-A	Pfam:PF02823.22		OP_0839:1/5	
BSUB_03792	CDS	NC_000964.3	3781491	3782912	-	1421	ATP-synt_ab	245.6	protein motif:Pfam-A	Pfam:PF00006.32		OP_0839:2/5	
BSUB_03793	CDS	NC_000964.3	3782938	3783801	-	863	ATP-synt	365.5	protein motif:Pfam-A	Pfam:PF00231.25		OP_0839:3/5	
BSUB_03794	CDS	NC_000964.3	3783878	3785386	-	1508	ATP-synt_ab	280.0	protein motif:Pfam-A	Pfam:PF00006.32		OP_0839:4/5	
BSUB_03795	CDS	NC_000964.3	3785403	3785948	-	545	OSCP	164.6	protein motif:Pfam-A	Pfam:PF00213.24		OP_0839:5/5	
BSUB_03796	CDS	NC_000964.3	3785945	3786457	-	512	ATP-synt_B	124.3	protein motif:Pfam-A	Pfam:PF00430.24		OP_0840:1/4	
BSUB_03797	CDS	NC_000964.3	3786620	3786832	-	212	ATP-synt_C	64.5	protein motif:Pfam-A	Pfam:PF00137.27		OP_0840:2/4	
BSUB_03798	CDS	NC_000964.3	3786878	3787612	-	734	ATP-synt_A	195.7	protein motif:Pfam-A	Pfam:PF00119.26		OP_0840:3/4	signal_peptide:1..26;score=1.86;h_max=1.64
	signal_peptide	NC_000964.3	3787535	3787612	-	77	signal peptide (BSUB_03798)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03798;cleavage_site=26
BSUB_03799	CDS	NC_000964.3	3787620	3788003	-	383	ATP-synt_I	76.4	protein motif:Pfam-A	Pfam:PF03899.22		OP_0840:4/4	signal_peptide:1..27;score=2.42;h_max=1.91
	signal_peptide	NC_000964.3	3787923	3788003	-	80	signal peptide (BSUB_03799)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03799;cleavage_site=27
BSUB_03800	CDS	NC_000964.3	3788426	3789055	-	629	UPRTase	266.9	protein motif:Pfam-A	Pfam:PF14681.13		OP_0841:1/9	
BSUB_03801	CDS	NC_000964.3	3789190	3790437	-	1247	SHMT	618.7	protein motif:Pfam-A	Pfam:PF00464.26		OP_0841:2/9	
BSUB_03802	CDS	NC_000964.3	3790644	3791186	-	542	DUF436	261.7	protein motif:Pfam-A	Pfam:PF04260.18		OP_0841:3/9	
BSUB_03803	CDS	NC_000964.3	3791199	3791648	-	449	LacAB_rpiB	198.1	protein motif:Pfam-A	Pfam:PF02502.24		OP_0841:4/9	
BSUB_03804	CDS	NC_000964.3	3791805	3792257	-	452	LMWPc	183.9	protein motif:Pfam-A	Pfam:PF01451.28		OP_0841:5/9	
BSUB_03805	CDS	NC_000964.3	3792333	3792890	-	557	Mntp	155.4	protein motif:Pfam-A	Pfam:PF02659.22		OP_0841:6/9	
BSUB_03806	CDS	NC_000964.3	3792969	3794009	-	1040	Sua5_yciO_yrdC	209.8	protein motif:Pfam-A	Pfam:PF01300.25		OP_0841:7/9	
BSUB_03807	CDS	NC_000964.3	3794166	3794609	-	443	hypothetical protein	13.8	ab initio prediction:Prodigal			OP_0841:8/9	
BSUB_03808	CDS	NC_000964.3	3794676	3795350	-	674	Spore_II_R	181.3	protein motif:Pfam-A	Pfam:PF09551.16		OP_0841:9/9	signal_peptide:1..23;score=2.73;h_max=3.27
	signal_peptide	NC_000964.3	3795282	3795350	-	68	signal peptide (BSUB_03808)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03808;cleavage_site=23
BSUB_03809	CDS	NC_000964.3	3795491	3795853	+	362	UPF0715	160.0	protein motif:Pfam-A	Pfam:PF17094.10			signal_peptide:1..29;score=1.97;h_max=2.1
	signal_peptide	NC_000964.3	3795491	3795577	+	86	signal peptide (BSUB_03809)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03809;cleavage_site=29
BSUB_03810	CDS	NC_000964.3	3795870	3796157	-	287	DUF5316	52.3	protein motif:Pfam-A	Pfam:PF17247.8		OP_0842:1/3	signal_peptide:1..27;score=2.17;h_max=3.04
	signal_peptide	NC_000964.3	3796077	3796157	-	80	signal peptide (BSUB_03810)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03810;cleavage_site=27
BSUB_03811	CDS	NC_000964.3	3796217	3797083	-	866	PrmC_N	60.4	protein motif:Pfam-A	Pfam:PF17827.7		OP_0842:2/3	
BSUB_03812	CDS	NC_000964.3	3797085	3798155	-	1070	PCRF	259.5	protein motif:Pfam-A	Pfam:PF03462.24		OP_0842:3/3	
BSUB_03813	CDS	NC_000964.3	3798281	3798667	+	386	Glyoxalase	96.3	protein motif:Pfam-A	Pfam:PF00903.32		OP_0843:1/2	signal_peptide:1..21;score=1.94;h_max=1.99
	signal_peptide	NC_000964.3	3798281	3798343	+	62	signal peptide (BSUB_03813)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03813;cleavage_site=21
BSUB_03814	CDS	NC_000964.3	3798789	3799343	+	554	MerR_1	49.0	protein motif:Pfam-A	Pfam:PF13411.13		OP_0843:2/2	
BSUB_03815	CDS	NC_000964.3	3799377	3800336	-	959	Mem_trans	247.8	protein motif:Pfam-A	Pfam:PF03547.24		OP_0844:1/5	
BSUB_03816	CDS	NC_000964.3	3800418	3802115	-	1697	Malic_M	357.9	protein motif:Pfam-A	Pfam:PF03949.22		OP_0844:2/5	
BSUB_03817	CDS	NC_000964.3	3802405	3802992	-	587	TK	215.3	protein motif:Pfam-A	Pfam:PF00265.25		OP_0844:3/5	signal_peptide:1..22;score=1.88;h_max=1.69
	signal_peptide	NC_000964.3	3802927	3802992	-	65	signal peptide (BSUB_03817)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03817;cleavage_site=22
BSUB_03818	CDS	NC_000964.3	3803081	3803281	-	200	Ribosomal_L31	112.3	protein motif:Pfam-A	Pfam:PF01197.24		OP_0844:4/5	
BSUB_03819	CDS	NC_000964.3	3803400	3804683	-	1283	Rho_RNA_bind	110.5	protein motif:Pfam-A	Pfam:PF07497.19		OP_0844:5/5	
BSUB_03820	CDS	NC_000964.3	3805090	3806055	-	965	FBPase_glpX	473.6	protein motif:Pfam-A	Pfam:PF03320.19		OP_0845:1/2	
BSUB_03821	CDS	NC_000964.3	3806086	3807375	-	1289	EPSP_synthase	348.7	protein motif:Pfam-A	Pfam:PF00275.26		OP_0845:2/2	
BSUB_03822	CDS	NC_000964.3	3807754	3808392	-	638	TAL_FSA	199.3	protein motif:Pfam-A	Pfam:PF00923.26		OP_0846:1/3	
BSUB_03823	CDS	NC_000964.3	3808512	3809369	-	857	F_bP_aldolase	362.1	protein motif:Pfam-A	Pfam:PF01116.27		OP_0846:2/3	
BSUB_03824	CDS	NC_000964.3	3809550	3809924	-	374	Response_reg	109.5	protein motif:Pfam-A	Pfam:PF00072.31		OP_0846:3/3	
BSUB_03825	CDS	NC_000964.3	3810090	3810611	+	521	DUF2529	233.2	protein motif:Pfam-A	Pfam:PF10740.16			
BSUB_03826	CDS	NC_000964.3	3810693	3812300	-	1607	CTP_synth_N	440.7	protein motif:Pfam-A	Pfam:PF06418.21		OP_0847:1/3	signal_peptide:1..18;score=2.51;h_max=2.3
	signal_peptide	NC_000964.3	3812247	3812300	-	53	signal peptide (BSUB_03826)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03826;cleavage_site=18
BSUB_03827	CDS	NC_000964.3	3812542	3813063	-	521	HARE-HTH	64.4	protein motif:Pfam-A	Pfam:PF05066.20		OP_0847:2/3	
BSUB_03828	CDS	NC_000964.3	3813246	3814385	-	1139	Acyl-CoA_dh_1	175.8	protein motif:Pfam-A	Pfam:PF00441.30		OP_0847:3/3	
BSUB_03829	CDS	NC_000964.3	3814382	3816499	-	2117	CCG	94.4	protein motif:Pfam-A	Pfam:PF02754.22			
BSUB_03830	CDS	NC_000964.3	3816654	3817850	+	1196	PLDc_2	150.2	protein motif:Pfam-A	Pfam:PF13091.13		OP_0848:1/3	signal_peptide:1..27;score=2.9;h_max=4.06
	signal_peptide	NC_000964.3	3816654	3816734	+	80	signal peptide (BSUB_03830)	2.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03830;cleavage_site=27
BSUB_03831	CDS	NC_000964.3	3817863	3818825	+	962	UvdE	416.0	protein motif:Pfam-A	Pfam:PF03851.21		OP_0848:2/3	
BSUB_03832	CDS	NC_000964.3	3818906	3819178	+	272	hypothetical protein	35.1	ab initio prediction:Prodigal			OP_0848:3/3	
BSUB_03833	CDS	NC_000964.3	3819220	3819744	-	524	RibD_C	69.3	protein motif:Pfam-A	Pfam:PF01872.23		OP_0849:1/3	signal_peptide:1..34;score=2.56;h_max=2.52
	signal_peptide	NC_000964.3	3819643	3819744	-	101	signal peptide (BSUB_03833)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03833;cleavage_site=34
BSUB_03834	CDS	NC_000964.3	3819754	3821481	-	1727	ABC_membrane	217.1	protein motif:Pfam-A	Pfam:PF00664.29		OP_0849:2/3	
BSUB_03835	CDS	NC_000964.3	3821570	3823072	-	1502	PLDc_2	173.9	protein motif:Pfam-A	Pfam:PF13091.13		OP_0849:3/3	signal_peptide:1..18;score=2.06;h_max=2.52
	signal_peptide	NC_000964.3	3823019	3823072	-	53	signal peptide (BSUB_03835)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03835;cleavage_site=18
BSUB_03836	CDS	NC_000964.3	3823558	3824229	-	671	Nitrate_red_gam	293.4	protein motif:Pfam-A	Pfam:PF02665.20			
BSUB_03837	CDS	NC_000964.3	3824226	3824780	-	554	hypothetical protein	68.2	ab initio prediction:Prodigal			OP_0850:1/2	
BSUB_03838	CDS	NC_000964.3	3824806	3826269	-	1463	Fer4_11	123.4	protein motif:Pfam-A	Pfam:PF13247.12		OP_0850:2/2	
BSUB_03839	CDS	NC_000964.3	3826259	3829945	-	3686	Molybdopterin	268.7	protein motif:Pfam-A	Pfam:PF00384.28		OP_0851:1/2	
BSUB_03840	CDS	NC_000964.3	3830141	3830617	-	476	hypothetical protein	39.3	ab initio prediction:Prodigal			OP_0851:2/2	
BSUB_03841	CDS	NC_000964.3	3830761	3831480	+	719	YwiC	153.2	protein motif:Pfam-A	Pfam:PF14256.12			signal_peptide:1..22;score=2.08;h_max=2.6
	signal_peptide	NC_000964.3	3830761	3830826	+	65	signal peptide (BSUB_03841)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03841;cleavage_site=22
BSUB_03842	CDS	NC_000964.3	3831512	3832228	-	716	cNMP_binding	71.0	protein motif:Pfam-A	Pfam:PF00027.36		OP_0852:1/3	
BSUB_03843	CDS	NC_000964.3	3832327	3833514	-	1187	MFS_1	184.5	protein motif:Pfam-A	Pfam:PF07690.22		OP_0852:2/3	signal_peptide:1..18;score=1.9;h_max=1.8
	signal_peptide	NC_000964.3	3833461	3833514	-	53	signal peptide (BSUB_03843)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03843;cleavage_site=18
BSUB_03844	CDS	NC_000964.3	3833650	3835320	-	1670	DALR_1	135.8	protein motif:Pfam-A	Pfam:PF05746.22		OP_0852:3/3	
BSUB_03845	CDS	NC_000964.3	3835317	3835745	-	428	DUF1934	116.4	protein motif:Pfam-A	Pfam:PF09148.17			
BSUB_03846	CDS	NC_000964.3	3836058	3836189	+	131	Subtilosin_A	90.8	protein motif:Pfam-A	Pfam:PF11420.14		OP_0853:1/3	
BSUB_03847	CDS	NC_000964.3	3836323	3837669	+	1346	Radical_SAM	97.5	protein motif:Pfam-A	Pfam:PF04055.28		OP_0853:2/3	
BSUB_03848	CDS	NC_000964.3	3837682	3837843	+	161	hypothetical protein	2.1	ab initio prediction:Prodigal			OP_0853:3/3	
BSUB_03849	CDS	NC_000964.3	3837840	3838559	+	719	ABC_tran	78.9	protein motif:Pfam-A	Pfam:PF00005.34			
BSUB_03850	CDS	NC_000964.3	3838552	3839862	+	1310	hypothetical protein	57.8	ab initio prediction:Prodigal				
BSUB_03851	CDS	NC_000964.3	3839828	3841012	+	1184	hypothetical protein	75.5	ab initio prediction:Prodigal			OP_0854:1/2	
BSUB_03852	CDS	NC_000964.3	3841017	3842297	+	1280	Peptidase_M16	50.2	protein motif:Pfam-A	Pfam:PF00675.26		OP_0854:2/2	
BSUB_03853	CDS	NC_000964.3	3842294	3842995	+	701	hypothetical protein	36.9	ab initio prediction:Prodigal				signal_peptide:1..28;score=2.71;h_max=3.2
	signal_peptide	NC_000964.3	3842294	3842377	+	83	signal peptide (BSUB_03853)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03853;cleavage_site=28
BSUB_03854	CDS	NC_000964.3	3843001	3844377	-	1376	hypothetical protein	121.5	ab initio prediction:Prodigal			OP_0855:1/2	
BSUB_03855	CDS	NC_000964.3	3844416	3845771	-	1355	hypothetical protein	157.4	ab initio prediction:Prodigal			OP_0855:2/2	
BSUB_03856	CDS	NC_000964.3	3846001	3847146	+	1145	RapH_N	86.9	protein motif:Pfam-A	Pfam:PF18801.7			
BSUB_03857	CDS	NC_000964.3	3847130	3847249	+	119	PhrC_PhrF	91.1	protein motif:Pfam-A	Pfam:PF11131.13		OP_0856:1/2	signal_peptide:1..26;score=2.62;h_max=2.81
	signal_peptide	NC_000964.3	3847130	3847207	+	77	signal peptide (BSUB_03857)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03857;cleavage_site=26
BSUB_03858	CDS	NC_000964.3	3847348	3847821	+	473	tRNA_edit	97.4	protein motif:Pfam-A	Pfam:PF04073.21		OP_0856:2/2	
BSUB_03859	CDS	NC_000964.3	3847853	3848725	-	872	Arginase	289.4	protein motif:Pfam-A	Pfam:PF00491.27		OP_0857:1/2	
BSUB_03860	CDS	NC_000964.3	3848786	3849616	-	830	Spermine_synth	259.4	protein motif:Pfam-A	Pfam:PF01564.24		OP_0857:2/2	
BSUB_03861	CDS	NC_000964.3	3849818	3851893	+	2075	Transgly	221.7	protein motif:Pfam-A	Pfam:PF00912.29			
BSUB_03862	CDS	NC_000964.3	3852186	3852704	-	518	YwhD	293.6	protein motif:Pfam-A	Pfam:PF08741.16		OP_0858:1/2	
BSUB_03863	CDS	NC_000964.3	3852718	3853377	-	659	Peptidase_M50	65.2	protein motif:Pfam-A	Pfam:PF02163.29		OP_0858:2/2	signal_peptide:1..31;score=2.48;h_max=2.15
	signal_peptide	NC_000964.3	3853285	3853377	-	92	signal peptide (BSUB_03863)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_03863;cleavage_site=31
BSUB_03864	CDS	NC_000964.3	3853486	3853674	+	188	Tautomerase	89.3	protein motif:Pfam-A	Pfam:PF01361.27			
BSUB_03865	CDS	NC_000964.3	3853717	3854136	-	419	MarR	68.5	protein motif:Pfam-A	Pfam:PF01047.29		OP_0859:1/2	
BSUB_03866	CDS	NC_000964.3	3854256	3856172	-	1916	tRNA-synt_2b	163.9	protein motif:Pfam-A	Pfam:PF00587.31		OP_0859:2/2	
BSUB_03867	CDS	NC_000964.3	3856782	3856937	-	155	hypothetical protein	7.7	ab initio prediction:Prodigal			OP_0860:1/6	
